Duration (ms),Start date,Start station,End date,End station,Bike number,Subscription type
1352654,6/30/2015 18:06,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:29,M St & Delaware Ave NE,W21001,Member
1244822,6/30/2015 18:06,Metro Center / 12th & G St NW,6/30/2015 18:27,1st & M St NE,W20186,Member
1179374,6/30/2015 18:06,11th & F St NW,6/30/2015 18:26,8th & East Capitol St NE,W01185,Member
1160520,6/30/2015 18:06,19th & K St NW,6/30/2015 18:26,Jefferson Dr & 14th St SW,W21754,Casual
992941,6/30/2015 18:06,Calvert St & Woodley Pl NW,6/30/2015 18:23,Georgia & New Hampshire Ave NW,W01215,Member
965833,6/30/2015 18:06,15th & P St NW,6/30/2015 18:22,1st & M St NE,W21159,Member
910676,6/30/2015 18:06,10th St & Constitution Ave NW,6/30/2015 18:22,M St & Delaware Ave NE,W00520,Member
885036,6/30/2015 18:06,20th & Crystal Dr,6/30/2015 18:21,Jefferson Memorial,W00922,Member
806191,6/30/2015 18:06,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:20,3rd & Elm St NW,W00775,Member
759418,6/30/2015 18:06,14th & Rhode Island Ave NW,6/30/2015 18:19,11th & Kenyon St NW,W20156,Member
732827,6/30/2015 18:06,Constitution Ave & 2nd St NW/DOL,6/30/2015 18:19,13th & D St NE,W21596,Member
682774,6/30/2015 18:06,Columbus Circle / Union Station,6/30/2015 18:17,Lincoln Park / 13th & East Capitol St NE ,W01246,Member
682525,6/30/2015 18:06,Market Square / King St & Royal St,6/30/2015 18:18,Braddock Rd Metro,W21347,Member
593126,6/30/2015 18:06,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:16,New Hampshire Ave & 24th St NW,W21097,Member
560168,6/30/2015 18:06,Bethesda Ave & Arlington Rd,6/30/2015 18:15,River Rd & Landy Ln,W01386,Member
535027,6/30/2015 18:06,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:15,Lincoln Memorial,W01247,Member
478414,6/30/2015 18:06,7th & T St NW,6/30/2015 18:14,15th & P St NW,W22204,Casual
447927,6/30/2015 18:06,13th & H St NE,6/30/2015 18:14,8th & East Capitol St NE,W20076,Member
439466,6/30/2015 18:06,5th & K St NW,6/30/2015 18:13,New Jersey Ave & R St NW,W22163,Member
398669,6/30/2015 18:06,8th & D St NW,6/30/2015 18:13,8th & H St NW,W00330,Member
330262,6/30/2015 18:06,King St Metro,6/30/2015 18:12,King St & Patrick St,W00580,Member
252674,6/30/2015 18:06,12th & Army Navy Dr,6/30/2015 18:10,20th & Crystal Dr,W00672,Member
217456,6/30/2015 18:06,King St Metro,6/30/2015 18:10,Commerce St & Fayette St,W01163,Member
185162,6/30/2015 18:06,15th & N Scott St,6/30/2015 18:09,Clarendon Blvd & Pierce St,W00076,Member
82649,6/30/2015 18:06,7th & F St NW / National Portrait Gallery,6/30/2015 18:08,8th & H St NW,W21044,Member
1596009,6/30/2015 18:05,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:32,Columbus Circle / Union Station,W20021,Member
1464797,6/30/2015 18:05,21st St & Constitution Ave NW,6/30/2015 18:29,3000 Connecticut Ave NW / National Zoo,W21397,Member
1447720,6/30/2015 18:05,36th & Calvert St NW / Glover Park,6/30/2015 18:29,11th & Kenyon St NW,W00317,Member
1247107,6/30/2015 18:05,19th & K St NW,6/30/2015 18:26,Jefferson Dr & 14th St SW,W20600,Casual
1133114,6/30/2015 18:05,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:24,Jefferson Memorial,W20443,Member
1101488,6/30/2015 18:05,Calvert & Biltmore St NW,6/30/2015 18:23,Connecticut & Nebraska Ave NW,W22126,Member
1066571,6/30/2015 18:05,14th & D St NW / Ronald Reagan Building,6/30/2015 18:22,4th & East Capitol St NE,W22231,Member
811822,6/30/2015 18:05,Jefferson Memorial,6/30/2015 18:19,Jefferson Dr & 14th St SW,W20392,Casual
798222,6/30/2015 18:05,Jefferson Memorial,6/30/2015 18:18,Jefferson Dr & 14th St SW,W01482,Casual
600524,6/30/2015 18:05,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:15,16th & Harvard St NW,W00808,Member
535146,6/30/2015 18:05,11th & K St NW,6/30/2015 18:14,1st & M St NE,W20354,Member
522137,6/30/2015 18:05,17th & K St NW / Farragut Square,6/30/2015 18:13,20th St & Florida Ave NW,W00367,Member
232248,6/30/2015 18:05,Columbus Circle / Union Station,6/30/2015 18:09,D St & Maryland Ave NE,W00174,Member
199520,6/30/2015 18:05,17th & Corcoran St NW,6/30/2015 18:08,15th & P St NW,W22192,Member
5879136,6/30/2015 18:04,Columbus Circle / Union Station,6/30/2015 19:42,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20802,Casual
5845829,6/30/2015 18:04,Columbus Circle / Union Station,6/30/2015 19:41,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20918,Casual
3383313,6/30/2015 18:04,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 19:01,Jefferson Dr & 14th St SW,W21155,Casual
1425437,6/30/2015 18:04,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:28,Lincoln Memorial,W00120,Casual
1399124,6/30/2015 18:04,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:28,Lincoln Memorial,W21962,Casual
1326404,6/30/2015 18:04,17th & K St NW,6/30/2015 18:26,4th & East Capitol St NE,W21502,Member
1239374,6/30/2015 18:04,14th & G St NW,6/30/2015 18:25,Hamlin & 7th St NE,W20694,Member
1210225,6/30/2015 18:04,Pentagon City Metro / 12th & S Hayes St,6/30/2015 18:24,S Troy St & 26th St S,W21330,Member
1092021,6/30/2015 18:04,34th & Water St NW,6/30/2015 18:22,Harvard St & Adams Mill Rd NW,W21822,Member
1028003,6/30/2015 18:04,17th St & Massachusetts Ave NW,6/30/2015 18:21,11th & F St NW,W00147,Member
1006215,6/30/2015 18:04,23rd & Eads St,6/30/2015 18:21,S Arlington Mill Dr & Campbell Ave,W21957,Member
952036,6/30/2015 18:04,3rd & D St SE,6/30/2015 18:20,Metro Center / 12th & G St NW,W21401,Member
776181,6/30/2015 18:04,11th & M St NW,6/30/2015 18:17,23rd & E St NW ,W22146,Member
744297,6/30/2015 18:04,8th & H St NW,6/30/2015 18:16,10th & Florida Ave NW,W00464,Member
729380,6/30/2015 18:04,Metro Center / 12th & G St NW,6/30/2015 18:16,3rd & Elm St NW,W20617,Member
719615,6/30/2015 18:04,M St & Delaware Ave NE,6/30/2015 18:16,5th & K St NW,W20831,Member
704021,6/30/2015 18:04,7th & T St NW,6/30/2015 18:16,10th & E St NW,W00010,Member
680164,6/30/2015 18:04,Florida Ave & R St NW,6/30/2015 18:16,18th & R St NW,W00649,Member
578080,6/30/2015 18:04,Wilson Blvd & Franklin Rd,6/30/2015 18:14,N Quincy St & Wilson Blvd,W00108,Member
558310,6/30/2015 18:04,25th St & Pennsylvania Ave NW,6/30/2015 18:13,MLK Library/9th & G St NW,W21497,Member
548373,6/30/2015 18:04,14th & R St NW,6/30/2015 18:13,18th St & Wyoming Ave NW,W00579,Member
545880,6/30/2015 18:04,6th St & Indiana Ave NW,6/30/2015 18:13,Florida Ave & R St NW,W21880,Member
542076,6/30/2015 18:04,14th & Rhode Island Ave NW,6/30/2015 18:13,8th & H St NW,W00335,Member
471279,6/30/2015 18:04,14th & Belmont St NW,6/30/2015 18:11,Massachusetts Ave & Dupont Circle NW,W21234,Member
465743,6/30/2015 18:04,14th & Belmont St NW,6/30/2015 18:11,Massachusetts Ave & Dupont Circle NW,W01067,Member
327320,6/30/2015 18:04,8th & H St NW,6/30/2015 18:09,North Capitol St & F St NW,W20345,Member
294346,6/30/2015 18:04,Columbus Circle / Union Station,6/30/2015 18:09,4th & East Capitol St NE,W20355,Member
274296,6/30/2015 18:04,Columbus Circle / Union Station,6/30/2015 18:09,D St & Maryland Ave NE,W00545,Member
251851,6/30/2015 18:04,Lincoln Memorial,6/30/2015 18:08,Lincoln Memorial,W22063,Casual
191682,6/30/2015 18:04,Eastern Market / 7th & North Carolina Ave SE,6/30/2015 18:07,Lincoln Park / 13th & East Capitol St NE ,W21842,Member
188797,6/30/2015 18:04,Eastern Market / 7th & North Carolina Ave SE,6/30/2015 18:07,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00624,Member
185113,6/30/2015 18:04,18th St & Pennsylvania Ave NW,6/30/2015 18:07,18th & M St NW,W20122,Member
153684,6/30/2015 18:04,Columbus Circle / Union Station,6/30/2015 18:06,3rd & H St NE,W00321,Member
1343424,6/30/2015 18:03,N Randolph St & Fairfax Dr,6/30/2015 18:26,Georgetown Harbor / 30th St NW,W00570,Member
1271433,6/30/2015 18:03,Jefferson Dr & 14th St SW,6/30/2015 18:24,Columbus Circle / Union Station,W21789,Casual
1268462,6/30/2015 18:03,8th & F St NE,6/30/2015 18:24,8th & F St NE,W01004,Member
1266756,6/30/2015 18:03,Columbus Circle / Union Station,6/30/2015 18:24,14th & Belmont St NW,W00158,Member
1257644,6/30/2015 18:03,Jefferson Dr & 14th St SW,6/30/2015 18:24,Columbus Circle / Union Station,W20125,Casual
1104676,6/30/2015 18:03,Clarendon Blvd & N Fillmore St,6/30/2015 18:21,Arlington Blvd & Fillmore St,W21493,Casual
1100138,6/30/2015 18:03,USDA / 12th & Independence Ave SW,6/30/2015 18:21,Georgetown Harbor / 30th St NW,W21670,Member
1078594,6/30/2015 18:03,22nd & I St NW / Foggy Bottom,6/30/2015 18:21,8th & D St NW,W00044,Member
996076,6/30/2015 18:03,3rd & D St SE,6/30/2015 18:20,1st & M St NE,W21055,Member
808987,6/30/2015 18:03,15th & P St NW,6/30/2015 18:16,1st & Rhode Island Ave NW,W00991,Member
808025,6/30/2015 18:03,Jefferson Dr & 14th St SW,6/30/2015 18:16,Jefferson Memorial,W21843,Casual
794000,6/30/2015 18:03,Jefferson Dr & 14th St SW,6/30/2015 18:16,Jefferson Memorial,w01100,Casual
741654,6/30/2015 18:03,17th St & Massachusetts Ave NW,6/30/2015 18:16,1st & Rhode Island Ave NW,W21525,Member
736526,6/30/2015 18:03,MLK Library/9th & G St NW,6/30/2015 18:15,11th & H St NE,W20741,Member
730852,6/30/2015 18:03,25th St & Pennsylvania Ave NW,6/30/2015 18:15,New Hampshire Ave & T St NW,W01462,Member
635658,6/30/2015 18:03,25th St & Pennsylvania Ave NW,6/30/2015 18:13,17th & Corcoran St NW,W00105,Member
545096,6/30/2015 18:03,Georgetown Harbor / 30th St NW,6/30/2015 18:12,Massachusetts Ave & Dupont Circle NW,W20904,Member
511601,6/30/2015 18:03,8th & East Capitol St NE,6/30/2015 18:11,3rd & Tingey St SE,W20656,Member
460584,6/30/2015 18:03,19th & L St NW,6/30/2015 18:11,M St & Pennsylvania Ave NW,W20506,Member
383719,6/30/2015 18:03,6th & S Ball St,6/30/2015 18:10,Pentagon City Metro / 12th & S Hayes St,W21659,Member
369639,6/30/2015 18:03,21st & M St NW,6/30/2015 18:09,17th & Corcoran St NW,W00577,Member
321842,6/30/2015 18:03,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:09,4th & M St SW,W00057,Member
248002,6/30/2015 18:03,Barton St & 10th St N,6/30/2015 18:07,Clarendon Metro / Wilson Blvd & N Highland St,W21462,Member
5948487,6/30/2015 18:02,Columbus Circle / Union Station,6/30/2015 19:41,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W22154,Casual
5948369,6/30/2015 18:02,Columbus Circle / Union Station,6/30/2015 19:41,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W22056,Casual
1419077,6/30/2015 18:02,19th & G St NW,6/30/2015 18:26,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W22188,Member
1063004,6/30/2015 18:02,11th & F St NW,6/30/2015 18:20,1st & M St NE,W00539,Casual
1008425,6/30/2015 18:02,North Capitol St & F St NW,6/30/2015 18:19,15th & East Capitol St NE,W20668,Member
765854,6/30/2015 18:02,Columbus Circle / Union Station,6/30/2015 18:15,Jefferson Dr & 14th St SW,W00265,Member
681836,6/30/2015 18:02,15th & P St NW,6/30/2015 18:13,15th & K St NW,W20768,Member
678546,6/30/2015 18:02,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:13,6th St & Indiana Ave NW,W21398,Casual
643116,6/30/2015 18:02,4th & E St SW,6/30/2015 18:13,Jefferson Dr & 14th St SW,W20625,Member
642006,6/30/2015 18:02,Smithsonian / Jefferson Dr & 12th St SW,6/30/2015 18:12,6th St & Indiana Ave NW,W00111,Casual
626513,6/30/2015 18:02,17th & Corcoran St NW,6/30/2015 18:13,M St & Pennsylvania Ave NW,W00141,Member
619344,6/30/2015 18:02,King St Metro,6/30/2015 18:12,Prince St & Union St,W21298,Member
617028,6/30/2015 18:02,15th & P St NW,6/30/2015 18:12,11th & Kenyon St NW,W22200,Member
557751,6/30/2015 18:02,USDA / 12th & Independence Ave SW,6/30/2015 18:11,Metro Center / 12th & G St NW,W20750,Member
522334,6/30/2015 18:02,Adams Mill & Columbia Rd NW,6/30/2015 18:10,Connecticut Ave & Newark St NW / Cleveland Park,W20387,Member
520761,6/30/2015 18:02,18th & R St NW,6/30/2015 18:11,10th & U St NW,W01269,Member
518336,6/30/2015 18:02,M St & Delaware Ave NE,6/30/2015 18:11,5th & K St NW,W00653,Member
478778,6/30/2015 18:02,4th & East Capitol St NE,6/30/2015 18:10,14th & D St SE,W00032,Member
460730,6/30/2015 18:02,3rd & H St NW,6/30/2015 18:09,Maryland & Independence Ave SW,W20395,Member
440117,6/30/2015 18:02,13th St & New York Ave NW,6/30/2015 18:09,5th & K St NW,W00576,Member
432130,6/30/2015 18:02,North Capitol St & G Pl NE,6/30/2015 18:09,5th & K St NW,W01034,Member
425826,6/30/2015 18:02,New York Ave & 15th St NW,6/30/2015 18:09,19th & L St NW,W21948,Member
409257,6/30/2015 18:02,11th & F St NW,6/30/2015 18:09,North Capitol St & F St NW,W00750,Member
208973,6/30/2015 18:02,15th & Euclid St  NW,6/30/2015 18:06,California St & Florida Ave NW,W20728,Member
141267,6/30/2015 18:02,Takoma Metro,6/30/2015 18:04,Philadelphia & Maple Ave,W21473,Member
6022852,6/30/2015 18:01,Columbus Circle / Union Station,6/30/2015 19:41,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W20216,Casual
1807544,6/30/2015 18:01,S Kenmore & 24th St S,6/30/2015 18:31,Columbia Pike & S Walter Reed Dr,W20888,Member
1717141,6/30/2015 18:01,North Capitol St & G Pl NE,6/30/2015 18:30,Calvert St & Woodley Pl NW,W22239,Member
1511753,6/30/2015 18:01,21st & I St NW,6/30/2015 18:26,Columbia Pike & S Orme St,W21999,Member
1500024,6/30/2015 18:01,Metro Center / 12th & G St NW,6/30/2015 18:26,15th & P St NW,W01281,Member
1409187,6/30/2015 18:01,17th & K St NW,6/30/2015 18:25,Lincoln Park / 13th & East Capitol St NE ,W21934,Member
1354698,6/30/2015 18:01,L'Enfant Plaza / 7th & C St SW,6/30/2015 18:24,12th & Army Navy Dr,W22067,Member
1172932,6/30/2015 18:01,11th & M St NW,6/30/2015 18:21,14th & V St NW,W20238,Member
923178,6/30/2015 18:01,11th & F St NW,6/30/2015 18:16,3rd & G St SE,W21379,Member
890307,6/30/2015 18:01,New York Ave & 15th St NW,6/30/2015 18:16,15th & P St NW,W00642,Member
810224,6/30/2015 18:01,Metro Center / 12th & G St NW,6/30/2015 18:14,6th & H St NE,W00283,Member
690723,6/30/2015 18:01,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:12,Connecticut Ave & Newark St NW / Cleveland Park,W21807,Member
535897,6/30/2015 18:01,N Pershing Dr & Wayne St,6/30/2015 18:10,Clarendon Blvd & N Fillmore St,W22025,Member
468307,6/30/2015 18:01,Columbia Rd & Belmont St NW,6/30/2015 18:09,14th & Belmont St NW,W21277,Member
434964,6/30/2015 18:01,Convention Center / 7th & M St NW,6/30/2015 18:09,14th & Rhode Island Ave NW,W20727,Member
372938,6/30/2015 18:01,5th & K St NW,6/30/2015 18:07,New Jersey Ave & N St NW/Dunbar HS,W20267,Member
365276,6/30/2015 18:01,Wilson Blvd & Franklin Rd,6/30/2015 18:07,Fairfax Dr & Kenmore St,W20420,Member
327260,6/30/2015 18:01,19th & G St NW,6/30/2015 18:06,21st St & Pennsylvania Ave NW,W21623,Casual
252141,6/30/2015 18:01,Thomas Circle,6/30/2015 18:05,14th & R St NW,W20796,Member
214835,6/30/2015 18:01,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:04,24th & N St NW,W00860,Member
121641,6/30/2015 18:01,Convention Center / 7th & M St NW,6/30/2015 18:03,11th & M St NW,W21428,Member
1683664,6/30/2015 18:00,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 18:28,Columbia Rd & Georgia Ave NW,W01147,Member
1660615,6/30/2015 18:00,Metro Center / 12th & G St NW,6/30/2015 18:27,Iwo Jima Memorial/N Meade & 14th St N,W22018,Member
1511067,6/30/2015 18:00,21st & I St NW,6/30/2015 18:25,Columbia Pike & S Orme St,W00019,Member
1327583,6/30/2015 18:00,15th & East Capitol St NE,6/30/2015 18:22,5th & F St NW,W21389,Member
1129567,6/30/2015 18:00,14th & D St NW / Ronald Reagan Building,6/30/2015 18:19,1st & Rhode Island Ave NW,W01393,Member
1116600,6/30/2015 18:00,3rd & Elm St NW,6/30/2015 18:18,8th & H St NW,W20488,Member
879607,6/30/2015 18:00,19th St & Pennsylvania Ave NW,6/30/2015 18:14,Smithsonian / Jefferson Dr & 12th St SW,W20588,Member
813029,6/30/2015 18:00,15th & N Scott St,6/30/2015 18:13,Georgetown Harbor / 30th St NW,W00069,Member
807241,6/30/2015 18:00,Thomas Circle,6/30/2015 18:13,New Hampshire Ave & T St NW,W22080,Member
714733,6/30/2015 18:00,20th & L St NW,6/30/2015 18:12,14th & R St NW,W00352,Member
634278,6/30/2015 18:00,20th St & Florida Ave NW,6/30/2015 18:11,10th & U St NW,W00487,Member
593704,6/30/2015 18:00,North Capitol St & G Pl NE,6/30/2015 18:09,New Jersey Ave & N St NW/Dunbar HS,W22028,Member
581000,6/30/2015 18:00,Independence Ave & L'Enfant Plaza SW/DOE,6/30/2015 18:09,Columbus Circle / Union Station,W22213,Member
578532,6/30/2015 18:00,21st St & Pennsylvania Ave NW,6/30/2015 18:10,14th & Rhode Island Ave NW,W21590,Member
577015,6/30/2015 18:00,North Capitol St & F St NW,6/30/2015 18:10,Jefferson Dr & 14th St SW,W01190,Member
509411,6/30/2015 18:00,13th St & New York Ave NW,6/30/2015 18:08,11th & S St NW,W22212,Member
497265,6/30/2015 18:00,10th & E St NW,6/30/2015 18:08,13th St & New York Ave NW,W22214,Member
444118,6/30/2015 18:00,5th & K St NW,6/30/2015 18:07,11th & K St NW,W20922,Member
421651,6/30/2015 18:00,M St & Delaware Ave NE,6/30/2015 18:07,Neal St & Trinidad Ave NE,W21920,Member
409202,6/30/2015 18:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,6/30/2015 18:07,13th & D St NE,W00149,Member
397905,6/30/2015 18:00,8th & H St NW,6/30/2015 18:07,8th & D St NW,W00546,Member
397259,6/30/2015 18:00,17th & G St NW,6/30/2015 18:07,23rd & E St NW ,W21714,Member
346583,6/30/2015 18:00,Columbus Circle / Union Station,6/30/2015 18:06,8th & F St NE,W00309,Member
324978,6/30/2015 18:00,13th & H St NE,6/30/2015 18:05,3rd & H St NE,W21892,Member
319697,6/30/2015 18:00,California St & Florida Ave NW,6/30/2015 18:05,20th & O St NW / Dupont South,W22178,Member
315045,6/30/2015 18:00,Thomas Circle,6/30/2015 18:05,Massachusetts Ave & Dupont Circle NW,W21001,Member
192189,6/30/2015 18:00,14th & R St NW,6/30/2015 18:03,7th & R St NW / Shaw Library,W01150,Member
57880525,6/30/2015 17:59,23rd & Crystal Dr,7/1/2015 10:04,King St Metro,W22117,Casual
5337712,6/30/2015 17:59,King St & Patrick St,6/30/2015 19:28,Market Square / King St & Royal St,W20954,Casual
1637993,6/30/2015 17:59,3rd & H St NE,6/30/2015 18:26,1st & Washington Hospital Center NW,W21068,Member
1582684,6/30/2015 17:59,5th & K St NW,6/30/2015 18:26,Calvert St & Woodley Pl NW,W00227,Member
1521626,6/30/2015 17:59,Adams Mill & Columbia Rd NW,6/30/2015 18:24,10th St & Constitution Ave NW,W22104,Member
1521060,6/30/2015 17:59,Adams Mill & Columbia Rd NW,6/30/2015 18:24,10th St & Constitution Ave NW,W00552,Member
1441729,6/30/2015 17:59,George Mason Dr & Wilson Blvd,6/30/2015 18:23,Lee Hwy & N Kirkwood Rd,W21403,Member
1385299,6/30/2015 17:59,New York Ave & 15th St NW,6/30/2015 18:22,C & O Canal & Wisconsin Ave NW,W21025,Member
1354231,6/30/2015 17:59,King Farm Blvd & Pleasant Dr,6/30/2015 18:22,King Farm Blvd & Pleasant Dr,W21102,Member
1331918,6/30/2015 17:59,C & O Canal & Wisconsin Ave NW,6/30/2015 18:22,14th & V St NW,W00304,Member
1235636,6/30/2015 17:59,14th & D St NW / Ronald Reagan Building,6/30/2015 18:20,15th & East Capitol St NE,W00660,Member
1183446,6/30/2015 17:59,19th & K St NW,6/30/2015 18:18,3rd & H St NE,W00528,Member
1132777,6/30/2015 17:59,North Capitol St & G Pl NE,6/30/2015 18:18,Lincoln Memorial,W20402,Member
1068127,6/30/2015 17:59,21st & I St NW,6/30/2015 18:17,Calvert St & Woodley Pl NW,W00855,Member
998691,6/30/2015 17:59,Massachusetts Ave & Dupont Circle NW,6/30/2015 18:16,C & O Canal & Wisconsin Ave NW,W21395,Casual
984277,6/30/2015 17:59,New Jersey Ave & R St NW,6/30/2015 18:15,8th & F St NE,W01336,Member
897469,6/30/2015 17:59,North Capitol St & G Pl NE,6/30/2015 18:14,Florida Ave & R St NW,W21576,Member
771354,6/30/2015 17:59,34th St & Wisconsin Ave NW,6/30/2015 18:12,34th St & Wisconsin Ave NW,W01359,Member
742939,6/30/2015 17:59,Georgia & New Hampshire Ave NW,6/30/2015 18:12,10th & U St NW,W21632,Member
706198,6/30/2015 17:59,California St & Florida Ave NW,6/30/2015 18:11,7th & T St NW,W20840,Member
698194,6/30/2015 17:59,17th & G St NW,6/30/2015 18:10,14th & V St NW,W21925,Member
689639,6/30/2015 17:59,18th St & Wyoming Ave NW,6/30/2015 18:11,12th & L St NW,W00005,Member
688669,6/30/2015 17:59,6th St & Indiana Ave NW,6/30/2015 18:11,15th & F St NE,W21617,Member
675051,6/30/2015 17:59,USDA / 12th & Independence Ave SW,6/30/2015 18:11,1st & K St SE,W21740,Member
638841,6/30/2015 17:59,18th St & Pennsylvania Ave NW,6/30/2015 18:10,18th & R St NW,W20636,Member
568571,6/30/2015 17:59,14th & D St NW / Ronald Reagan Building,6/30/2015 18:09,19th St & Constitution Ave NW,W20417,Member
537928,6/30/2015 17:59,River Rd & Landy Ln,6/30/2015 18:08,Bethesda Ave & Arlington Rd,W22235,Member
477850,6/30/2015 17:59,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,6/30/2015 18:07,Georgetown Harbor / 30th St NW,W21618,Member
440700,6/30/2015 17:59,15th & K St NW,6/30/2015 18:06,11th & F St NW,W00261,Member
325552,6/30/2015 17:59,17th & Corcoran St NW,6/30/2015 18:04,17th & K St NW / Farragut Square,W00192,Member
154784,6/30/2015 17:59,8th & East Capitol St NE,6/30/2015 18:02,Eastern Market / 7th & North Carolina Ave SE,W01362,Member
63310762,6/30/2015 17:58,23rd & Crystal Dr,7/1/2015 11:33,Market Square / King St & Royal St,W20671,Casual
5355853,6/30/2015 17:58,King St & Patrick St,6/30/2015 19:28,Market Square / King St & Royal St,W22166,Casual
2109140,6/30/2015 17:58,Maryland & Independence Ave SW,6/30/2015 18:34,37th & O St NW / Georgetown University,W20886,Casual
1376383,6/30/2015 17:58,21st & M St NW,6/30/2015 18:21,5th St & Massachusetts Ave NW,W20492,Member
1225896,6/30/2015 17:58,C & O Canal & Wisconsin Ave NW,6/30/2015 18:18,15th & L St NW,W00199,Casual
1148499,6/30/2015 17:58,Washington Blvd & Walter Reed Dr ,6/30/2015 18:17,Court House Metro / 15th & N Uhle St ,W01160,Member
1039577,6/30/2015 17:58,Constitution Ave & 2nd St NW/DOL,6/30/2015 18:15,3rd & Tingey St SE,W20393,Member
909452,6/30/2015 17:58,20th St & Virginia Ave NW,6/30/2015 18:13,12th & U St NW,W20129,Member
896892,6/30/2015 17:58,22nd & I St NW / Foggy Bottom,6/30/2015 18:13,11th & S St NW,W20736,Member
671339,6/30/2015 17:58,N Pershing Dr & Wayne St,6/30/2015 18:10,Wilson Blvd & N Oakland St,W21083,Member
670254,6/30/2015 17:58,Metro Center / 12th & G St NW,6/30/2015 18:10,New Hampshire Ave & 24th St NW,W00258,Member
619988,6/30/2015 17:58,USDA / 12th & Independence Ave SW,6/30/2015 18:09,5th St & Massachusetts Ave NW,W21010,Member
551439,6/30/2015 17:58,Columbus Circle / Union Station,6/30/2015 18:08,13th & D St NE,W20119,Member
550606,6/30/2015 17:58,15th St & Massachusetts Ave SE,6/30/2015 18:08,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W20663,Member
547146,6/30/2015 17:58,18th & R St NW,6/30/2015 18:07,15th & Euclid St  NW,W21887,Member
546457,6/30/2015 17:58,Maryland & Independence Ave SW,6/30/2015 18:08,D St & Maryland Ave NE,W20055,Member
537725,6/30/2015 17:58,14th & G St NW,6/30/2015 18:07,19th St & Pennsylvania Ave NW,W21146,Member
391096,6/30/2015 17:58,Ballston Metro / N Stuart & 9th St N,6/30/2015 18:05,N Nelson St & Lee Hwy,W00862,Member
319111,6/30/2015 17:58,5th & K St NW,6/30/2015 18:03,11th & M St NW,W00674,Member
315771,6/30/2015 17:58,MLK Library/9th & G St NW,6/30/2015 18:03,5th St & Massachusetts Ave NW,W00381,Member
170669,6/30/2015 17:58,Rhode Island Ave & V St NE,6/30/2015 18:01,1st & Rhode Island Ave NW,W20503,Member
1712505,6/30/2015 17:57,14th & D St SE,6/30/2015 18:25,18th St & Pennsylvania Ave NW,W00563,Member
1652658,6/30/2015 17:57,River Rd & Landy Ln,6/30/2015 18:24,34th & Water St NW,W22149,Member
1499200,6/30/2015 17:57,N Quincy St & Glebe Rd,6/30/2015 18:22,N Quincy St & Glebe Rd,W20725,Member
1444663,6/30/2015 17:57,1st & M St NE,6/30/2015 18:21,Massachusetts Ave & Dupont Circle NW,W01418,Member
1271791,6/30/2015 17:57,21st & I St NW,6/30/2015 18:18,1st & M St NE,W20822,Member
1191300,6/30/2015 17:57,Lincoln Memorial,6/30/2015 18:17,Jefferson Dr & 14th St SW,W01460,Casual
995888,6/30/2015 17:57,3rd & Tingey St SE,6/30/2015 18:14,Lincoln Park / 13th & East Capitol St NE ,W00498,Member
972575,6/30/2015 17:57,New Hampshire Ave & T St NW,6/30/2015 18:14,Park Rd & Holmead Pl NW,W20071,Casual
918471,6/30/2015 17:57,10th & Monroe St NE,6/30/2015 18:13,2nd & G St NE,W22031,Member
881524,6/30/2015 17:57,8th & D St NW,6/30/2015 18:12,13th & D St NE,W21735,Member
781235,6/30/2015 17:57,Gallaudet / 8th St & Florida Ave NE,6/30/2015 18:10,Florida Ave & R St NW,W00955,Member
753599,6/30/2015 17:57,10th St & Constitution Ave NW,6/30/2015 18:09,22nd & I St NW / Foggy Bottom,W21810,Member
664956,6/30/2015 17:57,California St & Florida Ave NW,6/30/2015 18:08,Connecticut Ave & Newark St NW / Cleveland Park,W21695,Member
654126,6/30/2015 17:57,14th & D St NW / Ronald Reagan Building,6/30/2015 18:08,4th & E St SW,W20468,Member
541901,6/30/2015 17:57,34th St & Wisconsin Ave NW,6/30/2015 18:06,Georgetown Harbor / 30th St NW,W20980,Member
